,sentence,pos_tags,chunk_id,chunk_type
313,बूढ़ी माँ कहती बेटा ऐसे कसाई क्यों बन रहे हो ?,JJ NN VM NN DEM NN WQ VM VAUX VAUX SYM,NP NP VGF NP2 NP3 NP3 RBP VGF2 VGF2 VGF2 BLK,child head head head child head head head child child head
314,रजनी तुम्हारी धर्मपत्नी है ।,NNP PRP NN VM SYM,NP NP2 NP3 VGF BLK,head head head head head
315,तुम्हारी अर्धागिंनी है ।,PRP NN VM SYM,NP NP2 VGF BLK,head head head head
316,उसके इलाज के लिये पैसा माँग रहे हो ।,PRP NN PSP PSP NN VM VAUX VAUX SYM,NP NP2 NP2 NP2 NP3 VGF VGF VGF BLK,head head child child head head child child head
317,बेटा ऐसा जुल्म ना कर बहू का इलाज करवा नहीं तो उसकी जान चली जायेगी ।,NN DEM NN NEG VM NN PSP NN VM NEG CC PRP NN VM VAUX SYM,NP NP2 NP2 VGF VGF NP3 NP3 NP4 VGF2 CCP CCP NP5 NP6 VGF3 VGF3 BLK,head child head child head head child head head child head head head head child head
318,बेचारी को चलने में चक्कर आ रहे हैं ।,NN PSP VM PSP NN VM VAUX VAUX SYM,NP NP VGNN VGNN NP2 VGF VGF VGF BLK,head child head child head head child child head
319,बैजू - कल मरती है तो आज मर जाये ।,NNP SYM NN VM VAUX CC NN VM VAUX SYM,NP BLK NP2 VGF VGF CCP NP3 VGF2 VGF2 BLK2,head head head head child head head head child head
320,मुझे परवाह नहीं और वही हुआ रजनी तड़प् - तड़प् कर मौत से जूझने लगी ।,PRP NN NEG CC PRP VM NNP VM SYM RDP VAUX NN PSP VM VAUX SYM,NP NP2 NEGP CCP NP3 VGF NP4 VGNF VGNF VGNF VGNF NP5 NP5 VGF2 VGF2 BLK,head head head head head head head head child child child head child head child head
321,तब जाकर उस रजनी के मायके किसी पड़ोसी ने खबर पहुँचा दी ।,PRP VM DEM NNP PSP NN PRP NN PSP NN VM VAUX SYM,NP VGNF NP2 NP2 NP2 NP3 NP4 NP4 NP4 NP5 VGF VGF BLK,head head child head child head child head child head head child head
322,"खबर मिलते ही रतन , रामधर , रजोदवी और बस्ती के चार छः लोग आये और मृतशैय्या पर पड़ी साल भर की नन्ही सी गुड़िया को छाती से चिपकाये रजनी को लालगंज सरकारी अस्पताल में भर्ती करवाया ।",NN VM RP NNP SYM NNP SYM NNP CC NN PSP QC QC NN VM CC NN PSP VM NN RP PSP JJ RP NN PSP NN PSP VM NNP PSP NNPC NNPC NNP PSP NN VM SYM,NP VGNF VGNF NP2 NP2 NP3 NP3 NP4 CCP NP5 NP5 NP6 NP6 NP6 VGF CCP2 NP7 NP7 VGNF2 NP8 NP8 NP8 NP9 NP9 NP9 NP9 NP10 NP10 VGNF3 NP11 NP11 NP12 NP12 NP12 NP12 NP13 VGF2 BLK,head head child head child head child head head head child child child head head head head child head head child child child child head child head child head head child child child head child head head head
323,दो - तीन दिन मौत से संघर्ष के बाद रजनी भोर में हार गयी ।,QC SYM QC NN NN PSP NN PSP NST NNP NN PSP VM VAUX SYM,NP NP NP NP NP2 NP2 NP3 NP3 NP3 NP4 NP5 NP5 VGF VGF BLK,child child child head head child head child child head head child head child head
324,मौत के बाद बैजू ने रजनी की लाश अपने गाँव तक ले जाने को मना कर दिया ।,NN PSP NST NNP PSP NNP PSP NN PRP NN PSP VM VAUX PSP NN VM VAUX SYM,NP NP NP NP2 NP2 NP3 NP3 NP4 NP5 NP6 NP6 VGNN VGNN VGNN NP7 VGF VGF BLK,head child child head child head child head head head child head child child head head child head
325,बूढ़ी माँ बार - बार समझाती रही कि बेटा लड़की की डोली मायके से उठती है और अर्थी सुसराल से ।,JJ NN RB SYM RDP VM VAUX CC NN NN PSP NN NN PSP VM VAUX CC NN NN PSP SYM,NP NP RBP RBP RBP VGF VGF CCP NP2 NP3 NP3 NP4 NP5 NP5 VGF2 VGF2 CCP2 NP6 NP7 NP7 BLK,child head head child child head child head head head child head head child head child head head head child head
326,रजनी की मृत देह का दाह - संस्कार करना तुम्हारा फर्ज है पर वह नहीं माना ।,NNP PSP JJ NN PSP NNC SYM NN VM PRP NN VM CC PRP NEG VM SYM,NP NP NP2 NP2 NP2 NP3 NP3 NP3 VGNN NP4 NP5 VGF CCP NP6 VGF2 VGF2 BLK,head child child head child child child head head head head head head head child head head
327,माँ एवं अन्य लोगों की बार - बार की समझाईस के बाद बैजू नहीं मान रहा था ।,NN CC JJ NN PSP NN SYM RDP PSP NN PSP NST NNP NEG VM VAUX VAUX SYM,NP CCP NP2 NP2 NP2 NP3 NP3 NP3 NP3 NP4 NP4 NP4 NP5 VGF VGF VGF VGF BLK,head head child head child head child child child head child child head child head child child head
328,यह सब रामधर से नहीं देखा गया ।,DEM PRP NNP PSP NEG VM VAUX SYM,NP NP NP2 NP2 VGF VGF VGF BLK,child head head child child head child head
329,वह अपने बाप रतन से बोला बाबू बहन को बहनोई ने तड़पा तड़पा कर तो मार ही डाला क्या अब लाश भी सड़ायेंगे ?,PRP PRP NN NNP PSP VM NN NN PSP NN PSP VM RDP VAUX RP VM RP VAUX WQ PRP NN RP VM SYM,NP NP2 NP3 NP4 NP4 VGF NP5 NP6 NP6 NP7 NP7 VGNF VGNF VGNF VGNF VGF2 VGF2 VGF2 RBP NP8 NP9 NP9 VGF3 BLK,head head head head child head head head child head child head child child child head child child head head head child head head
330,"रतन - बेटा जो उचित समझ तू ही कर , बिटिया के सपनों की बारात में दमाद ने आग लगा दी ।",NNP SYM NN PRP JJ VM PRP RP VM SYM NN PSP NN PSP NN PSP NN PSP NN VM VAUX SYM,NP BLK NP2 NP3 JJP VGF NP4 NP4 VGF2 VGF2 NP5 NP5 NP6 NP6 NP7 NP7 NP8 NP8 NP9 VGF3 VGF3 BLK2,head head head head head head head child head child head child head child head child head child head head child head
331,"मेरी मति मारी गयी थी , मैंने बेटी को जल्लाद को सौंप दिया ।",PRP NN VM VAUX VAUX SYM PRP NN PSP NN PSP VM VAUX SYM,NP NP2 VGF VGF VGF VGF NP3 NP4 NP4 NP5 NP5 VGF2 VGF2 BLK,head head head child child child head head child head child head child head
332,रामधर - बाबू अब पछताने से क्या होने वाला है ?,NNP SYM NN PRP VM PSP WQ VM VAUX VAUX SYM,NP BLK NP2 NP3 VGNN VGNN NP4 VGF VGF VGF BLK2,head head head head head child head head child child head
333,मेरी बहन तो वापस नहीं आने वाली ।,PRP NN RP JJ NEG VM VAUX SYM,NP NP2 NP2 JJP VGF VGF VGF BLK,head head child head child head child head
334,लाश के दाह संस्कार का इन्तज़ाम मायके वालों को करना होगा ।,NN PSP NNC NN PSP NN NN PSP PSP VM VAUX SYM,NP NP NP2 NP2 NP2 NP3 NP4 NP4 NP4 VGF VGF BLK,head child child head child head head child child head child head
335,मैं इक्का लेकर आता हूँ ।,PRP NN VM VM VAUX SYM,NP NP2 VGNF VGF VGF BLK,head head head head child head
336,रामधर इक्का लाया ।,NNP NN VM SYM,NP NP2 VGF BLK,head head head head
337,विलाप करती हुई रजोदेवी और सास आँसू बहाती हुई रजनी की सास भी सवार हो गयी पर बैजू साथ जाने को भी तैयार न थे ।,NN VM VAUX NNP CC NN NN VM VAUX NNP PSP NN RP JJ VM VAUX CC NNP NST VM PSP RP JJ NEG VM SYM,NP VGNF VGNF NP2 CCP NP3 NP4 VGNF2 VGNF2 NP5 NP5 NP6 NP6 JJP VGF VGF CCP2 NP7 NP8 VGNN VGNN VGNN JJP2 VGF2 VGF2 BLK,head head child head head head head head child head child head child head head child head head head head child child head child head head
338,माँ की कसम के बाद वह भी इक्के पर छाती तान कर बैठ गया ।,NN PSP NN PSP NST PRP RP NN PSP NN VM VAUX VM VAUX SYM,NP NP NP2 NP2 NP2 NP3 NP3 NP4 NP4 NP5 VGNF VGNF VGF VGF BLK,head child head child child head child head child head head child head child head
339,इक्कावान ने चाबुक हवा में लहराया और घोड़ा सरपट दौड़ पड़ा ।,NN PSP NN NN PSP VM CC NN RB VM VAUX SYM,NP NP NP2 NP3 NP3 VGF CCP NP4 RBP VGF2 VGF2 BLK,head child head head child head head head head head child head
340,दो घण्टे के बाद इक्का रजनी के मायके पहुँच गया ।,QC NN PSP NST NN NNP PSP NN VM VAUX SYM,NP NP NP NP NP2 NP3 NP3 NP4 VGF VGF BLK,child head child child head head child head head child head
341,"रजनी की लाश को देखकर पूरी बस्ती रो पड़ी पर बैजू की पलकें गीली नहीं हुई , वह ऐसे सीना ताने हुए था जैसे कोई बहादुरी का काम कर रहा हो घरवाली को तड़पा - तड़पा कर मारकर ।",NNP PSP NN PSP VM JJ NN VM VAUX CC NNP PSP NN JJ NEG VM SYM PRP PRP NN VM VAUX VAUX PRP PRP NN PSP NN VM VAUX VAUX NN PSP VM SYM RDP VAUX VM SYM,NP NP NP2 NP2 VGNF NP3 NP3 VGF VGF CCP NP4 NP4 NP5 JJP VGF2 VGF2 VGF2 NP6 NP7 NP8 VGF3 VGF3 VGF3 NP9 NP10 NP10 NP10 NP11 VGF4 VGF4 VGF4 NP12 NP12 VGNF2 VGNF2 VGNF2 VGNF2 VGNF3 BLK,head child head child head child head head child head head child head head child head child head head head head child child head child head child head head child child head child head child child child head head
342,लाश को नीम की छांव में पुआल बिछाकर लेटा दिया ।,NN PSP NN PSP NN PSP NN VM VM VAUX SYM,NP NP NP2 NP2 NP3 NP3 NP4 VGNF VGF VGF BLK,head child head child head child head head head child head
343,बस्ती के लोग बाँस काटकर टिकठी बनाने लगे ।,NN PSP NN NN VM NN VM VAUX SYM,NP NP NP2 NP3 VGNF NP4 VGF VGF BLK,head child head head head head head child head
344,बस्ती के दो लोग कफन एवं दाह संस्कार का सामान लेने के लिए पल्हना बाजार की ओर दौड़ पड़े ।,NN PSP QC NN NN CC NNC NN PSP NN VM PSP PSP NNP NN PSP NST VM VAUX SYM,NP NP NP2 NP2 NP3 CCP NP4 NP4 NP4 NP5 VGNN VGNN VGNN NP6 NP6 NP6 NP6 VGF VGF BLK,head child child head head head child head child head head child child child head child child head child head
345,कुछ ही घण्टों में सारी तैयारी हो गयी और रजनी का जनाजा श्मशान की ओर चल पड़ा ।,QF RP NN PSP QF NN VM VAUX CC NNP PSP NN NN PSP NST VM VAUX SYM,NP NP NP NP NP2 NP2 VGF VGF CCP NP3 NP3 NP4 NP5 NP5 NP5 VGF2 VGF2 BLK,child child head child child head head child head head child head head child child head child head
346,"रजोदेवी गुड़िया को छाती से चिपकाये दहाड़ मार - मार कर रोते हुए कह रही थी , क्या भगवान तुमने हमारी बेटी की ऐसी तक़दीर क्यों लिख दी कि जहाँ से डोली उठी थी वहीं से अर्थी उठ रही है ।",NNP NN PSP NN PSP VM NN VM SYM RDP VAUX VM VAUX VM VAUX VAUX SYM WQ NN PRP PRP NN PSP DEM NN WQ VM VAUX CC PRP PSP NN VM VAUX PRP PSP NN VM VAUX VAUX SYM,NP NP2 NP2 NP3 NP3 VGNF NP4 VGNF2 VGNF2 VGNF2 VGNF2 VGNF3 VGNF3 VGF VGF VGF VGF RBP NP5 NP6 NP7 NP8 NP8 NP9 NP9 RBP2 VGF2 VGF2 CCP NP10 NP10 NP11 VGF3 VGF3 NP12 NP12 NP13 VGF4 VGF4 VGF4 BLK,head head child head child head head head child child child head child head child child child head head head head head child child head head head child head head child head head child head child head head child child head
347,भवानीनन्दन दफ्तर से आते ही कमरे में बिछी चटाई पर पसर गये ।,NNP NN PSP VM RP NN PSP VM NN PSP VM VAUX SYM,NP NP2 NP2 VGNF VGNF NP3 NP3 VGNF2 NP4 NP4 VGF VGF BLK,head head child head child head child head head child head child head
348,भवानीनन्दन को चारों खाने चित पसरा देखकर पुष्पा की चुन्नी खड़ी हो गयी ।,NNP PSP QC NN JJ VM VM NNP PSP NN JJ VM VAUX SYM,NP NP NP2 NP2 JJP VGNF VGNF2 NP3 NP3 NP4 JJP2 VGF VGF BLK,head child child head head head head head child head head head child head
349,वह दौड़कर लोटे में पानी लायी और आंचल पानी में भीगोकर भवानीनन्दन का माथा पोंछते हुए कहने लगी क्यों चिन्ता में डूबे रहते हो ।,PRP VM NN PSP NN VM CC NN NN PSP VM NNP PSP NN VM VAUX VM VAUX WQ NN PSP VM VAUX VAUX SYM,NP VGNF NP2 NP2 NP3 VGF CCP NP4 NP5 NP5 VGNF2 NP6 NP6 NP7 VGNF3 VGNF3 VGF2 VGF2 RBP NP8 NP8 VGF3 VGF3 VGF3 BLK,head head head child head head head head head child head head child head head child head child head head child head child child head
350,ठीक है योग्य हो ।,JJ VM JJ VM SYM,JJP VGF JJP2 VGF2 BLK,head head head head head
351,तुम अपनी योग्यता को रचनात्मक कामों में लगाकर चिन्ता मुक्त तो हो सकते हो ।,PRP PRP NN PSP JJ NN PSP VM JJC JJ RP VM VAUX VAUX SYM,NP NP2 NP3 NP3 NP4 NP4 NP4 VGNF JJP JJP JJP VGF VGF VGF BLK,head head head child child head child head child head child head child child head
352,भवानीनन्दन - थोड़ा शान्ति रखो ।,NNP SYM QF NN VM SYM,NP BLK NP2 NP2 VGF BLK2,head head child head head head
353,पुष्पा - क्यों घुटते रहते हो ।,NNP SYM WQ VM VAUX VAUX SYM,NP BLK RBP VGF VGF VGF BLK2,head head head head child child head
354,बातों का बोझ चिन्ता बढाता है ।,NN PSP NN NN VM VAUX SYM,NP NP NP2 NP3 VGF VGF BLK,head child head head head child head
355,आज फिर दफ्तर में कोई दुर्व्यवहार कर दिया क्या ?,NN RB NN PSP PRP NN VM VAUX WQ SYM,NP RBP NP2 NP2 NP3 NP4 VGF VGF RBP2 BLK,head head head child head head head child head head
356,देखो दफ्तर की बात घर मत लेकर आया करो ।,INJ NN PSP NN NN RP VM VM VAUX SYM,BLK NP NP NP2 NP3 VGNF VGNF VGF VGF BLK2,head head child head head child head head child head
357,तुम उठो हाथ पांव धोओ ।,PRP VM NNC NN VM SYM,NP VGF NP2 NP2 VGF2 BLK,head head child head head head
358,मैं तुलसी अदरक डाल कर चाय बनाती हूं ।,PRP NNC NN VM VAUX NN VM VAUX SYM,NP NP2 NP2 VGNF VGNF NP3 VGF VGF BLK,head child head head child head head child head
359,भवानीनन्दन - भागवान जो बनाना हो बनाओ ।,NNP SYM NN PRP VM VAUX VM SYM,NP BLK NP2 NP3 VGF VGF VGF2 BLK2,head head head head head child head head
360,कुछ देर के लिये अकेला छोड़ दो ।,QF NN PSP PSP JJ VM VAUX SYM,NP NP NP NP JJP VGF VGF BLK,child head child child head head child head
361,मैं क्या - क्या कत्ले - बयां करूंगा ?,PRP WQ SYM RDP NNC SYM NN VM SYM,NP NP2 NP2 NP2 NP3 NP3 NP3 VGF BLK,head head child child child child head head head
362,भवानीनन्दन की बात खत्म भी नहीं हुई कि टेलीफोन घनघना उठा ।,NNP PSP NN JJ RP NEG VM CC NN VM VAUX SYM,NP NP NP2 JJP JJP VGF VGF CCP NP3 VGF2 VGF2 BLK,head child head head child child head head head head child head
363,भवानीनन्दन गरजे पुष्पा दौडकर फोन उठाओ तुम्हारा है ।,NNP VM NNP VM NN VM PRP VM SYM,NP VGF NP2 VGNF NP3 VGF2 NP4 VGF3 BLK,head head head head head head head head head
364,पुष्पा - नहीं तुम्हारा है तुम उठाओ ।,NNP SYM NEG PRP VM PRP VM SYM,NP BLK NEGP NP2 VGF NP3 VGF2 BLK2,head head head head head head head head
365,उधर दफ्तर वाले दिन भर कोसते रहते हैं ।,NST NN PSP NN RP VM VAUX VAUX SYM,NP NP2 NP2 NP3 NP3 VGF VGF VGF BLK,head head child head child head child child head
366,घर में बीबी का हुक्म ।,NN PSP NN PSP NN SYM,NP NP NP2 NP2 NP3 BLK,head child head child head head
367,पुष्पा - अरे अब तो उठाओ ।,NNP SYM INJ PRP RP VM SYM,NP BLK BLK2 NP2 NP2 VGF BLK3,head head head head child head head
368,भवानीनन्दन - हां उठाता हूं कहते हुए रिसीवर उठाकर बोले कौन भाई साहब ।,NNP SYM INJ VM VAUX VM VAUX NN VM VM WQ NNC NN SYM,NP BLK BLK2 VGF VGF VGNF VGNF NP2 VGNF2 VGF2 NP3 NP4 NP4 BLK3,head head head head child head child head head head head child head head
369,दानवीर - हां ।,NNP SYM INJ SYM,NP BLK BLK2 BLK3,head head head head
370,बड़ी देर कर दी फोन उठाने में कोई खास बात हो गयी क्या ?,JJ NN VM VAUX NN VM PSP PRP JJ NN VM VAUX WQ SYM,NP NP VGF VGF NP2 VGNN VGNN NP3 NP3 NP3 VGF2 VGF2 RBP BLK,child head head child head head child child child head head child head head
371,भवानीनन्दन - क्या खास बात होगी ।,NNP SYM WQ JJ NN VM SYM,NP BLK NP2 NP2 NP2 VGF BLK2,head head child child head head head
372,हां सपनों की बारात पर डाका जरूर पड़ जाता है ।,INJ NN PSP NN PSP NN RB VM VAUX VAUX SYM,BLK NP NP NP2 NP2 NP3 RBP VGF VGF VGF BLK2,head head child head child head head head child child head
373,दानवीर - क्या ।,NNP SYM WQ SYM,NP BLK RBP BLK2,head head head head
374,भवानीनन्दन - हां ।,NNP SYM INJ SYM,NP BLK BLK2 BLK3,head head head head
375,दानवीर - मतलब कत्ल - ए - बयां ।,NNP SYM NN NNC SYM NNC SYM NN SYM,NP BLK NP2 NP3 NP3 NP3 NP3 NP3 BLK2,head head head child child child child head head
376,भईया रविवार को मिलता हूं ।,NN NNP PSP VM VAUX SYM,NP NP2 NP2 VGF VGF BLK,head head child head child head
377,भवानीनन्दन - कत्ल - ए - बयां सुनने के लिये ।,NNP SYM NNC SYM NNC SYM NN VM PSP PSP SYM,NP BLK NP2 NP2 NP2 NP2 NP2 VGNN VGNN VGNN BLK2,head head child child child child head head child child head
378,दानवीर - मन का बोझ कम करने के लिये ।,NNP SYM NN PSP NN QF VM PSP PSP SYM,NP BLK NP2 NP2 NP3 JJP VGNN VGNN VGNN BLK2,head head head child head head head child child head
379,भवानीनन्दन - ठीक है ।,NNP SYM JJ VM SYM,NP BLK JJP VGF BLK2,head head head head head
380,यहां तो मझधार में नैया डुबोने वाले बहुत हैं ।,PRP RP NN PSP NN VM PSP QF VM SYM,NP NP NP2 NP2 NP3 VGNN VGNN JJP VGF BLK,head child head child head head child head head head
381,अपनों के सामने मन कत्ल - ए - बयां में कोई बुराई नहीं ।,NN PSP NST NNC NNC SYM NNC SYM NN PSP PRP NN NEG SYM,NP NP NP NP2 NP2 NP2 NP2 NP2 NP2 NP2 NP3 NP3 NEGP BLK,head child child child child child child child head child child head head head
382,रविवार के दिन दानवीर जल्दी आ धमके ।,NNP PSP NN NNP RB VM VAUX SYM,NP NP NP2 NP3 RBP VGF VGF BLK,head child head head head head child head
383,पुष्पा ने बढ़िया चाय नाश्ते का इन्तजाम किया ।,NNP PSP JJ NNC NN PSP NN VM SYM,NP NP NP2 NP2 NP2 NP2 NP3 VGF BLK,head child child child head child head head head
384,चाय की चुस्की लेते हुए दानवीर बोले भाई साहब आप किस कत्ल की बात कर रहे थे फोन पर ।,NN PSP NN VM VAUX NNP VM NNC NN PRP WQ NN PSP NN VM VAUX VAUX NN PSP SYM,NP NP NP2 VGNF VGNF NP3 VGF NP4 NP4 NP5 NP6 NP6 NP6 NP7 VGF2 VGF2 VGF2 NP8 NP8 BLK,head child head head child head head child head head child head child head head child child head child head
385,भवानीनन्दन - मेरा कत्ल - ए - बयां कोई कथा नहीं बल्कि भोगा हुआ यथार्थ है ।,NNP SYM PRP NNC SYM NNC SYM NN PRP NN NEG CC VM VAUX NN VM SYM,NP BLK NP2 NP3 NP3 NP3 NP3 NP3 NP4 NP4 NEGP CCP VGNF VGNF NP5 VGF BLK2,head head head child child child child head child head head head head child head head head
386,दानवीर - सबल की सफलता तो निर्बल की छाती पर टिकी है ।,NNP SYM NN PSP NN RP NN PSP NN PSP VM VAUX SYM,NP BLK NP2 NP2 NP3 NP3 NP4 NP4 NP5 NP5 VGF VGF BLK2,head head head child head child head child head child head child head
387,शोषक समाज शेर की तरह कमजोर आदमी का शिकार कर रहा है ।,JJ NN NN PSP PSP JJ NN PSP NN VM VAUX VAUX SYM,NP NP NP2 NP2 NP2 NP3 NP3 NP3 NP4 VGF VGF VGF BLK,child head head child child child head child head head child child head
388,यह तो जगजाहिर हो चुका है तभी तो वह दिन दूनी रात चौगुनी तरक्की कर रहा है ।,PRP RP JJ VM VAUX VAUX PRP RP PRP NN QF NN QF NN VM VAUX VAUX SYM,NP NP JJP VGF VGF VGF NP2 NP2 NP3 NP4 JJP2 NP5 JJP3 NP6 VGF2 VGF2 VGF2 BLK,head child head head child child head child head head head head head head head child child head
389,"कमजोर गरीबी , बेबसी के दलदल में ढकेला जा रहा है ।",NN NN SYM NN PSP NN PSP VM VAUX VAUX VAUX SYM,NP NP2 NP2 NP3 NP3 NP4 NP4 VGF VGF VGF VGF BLK,head head child head child head child head child child child head
390,इस प्रतिष्ठा के संघर्ष में जातिवाद परमाणु बम की तरह से असरकारी साबित होता है ।,DEM NN PSP NN PSP NN NNC NN PSP PSP PSP JJ JJ VM VAUX SYM,NP NP NP NP2 NP2 NP3 NP4 NP4 NP4 NP4 NP4 JJP JJP2 VGF VGF BLK,child head child head child head child head child child child head head head child head
391,खैर छोड़ो तुम तो ये बताओ तुम्हारे साथ क्या बुरा किसने कर दिया ।,INJ VM PRP RP PRP VM PRP NST WQ JJ WQ VM VAUX SYM,BLK VGF NP NP NP2 VGF2 NP3 NP3 NP4 JJP NP5 VGF3 VGF3 BLK2,head head head child head head head child head head head head child head
392,भवानीनन्दन - भईया जब से आंख खुली है तब से ही बुरा हुआ है ।,NNP SYM NN PRP PSP NN VM VAUX PRP PSP RP JJ VM VAUX SYM,NP BLK NP2 NP3 NP3 NP4 VGF VGF NP5 NP5 NP5 JJP VGF2 VGF2 BLK2,head head head head child head head child head child child head head child head
393,आज तो कोई नया नहीं है ।,NN RP PRP JJ NEG VM SYM,NP NP NP2 JJP VGF VGF BLK,head child head head child head head
394,पहले जाति के ठेकेदार कर रहे थे ।,NST NN PSP NN VM VAUX VAUX SYM,NP NP2 NP2 NP3 VGF VGF VGF BLK,head head child head head child child head
395,अब दफ्तर के कोने बड़े ओहदे पर बैठे मन में राम बगल में जातिवाद की छुरी रखने वाले लोग ।,PRP NN PSP NN JJ NN PSP VM NN PSP NNP NN PSP NN PSP NN VM PSP NN SYM,NP NP2 NP2 NP3 NP4 NP4 NP4 VGNF NP5 NP5 NP6 NP7 NP7 NP8 NP8 NP9 VGNN VGNN NP10 BLK,head head child head child head child head head child head head child head child head head child head head
396,इसी जातिवाद की छुरी से भविष्य का कत्ल - ए - आम होने लगा है ।,DEM NN PSP NN PSP NN PSP NNC SYM NNC SYM NN VM VAUX VAUX SYM,NP NP NP NP2 NP2 NP3 NP3 NP4 NP4 NP4 NP4 NP4 VGF VGF VGF BLK,child head child head child head child child child child child head head child child head
397,भईया गांव रहा या शहर मेरा मुकाबला जातिवाद के नरपिशाच से जरूर हुआ ।,NN NN VM CC NN PRP NN NN PSP NN PSP RB VM SYM,NP NP2 VGF CCP NP3 NP4 NP5 NP6 NP6 NP7 NP7 RBP VGF2 BLK,head head head head head head head head child head child head head head
398,जब पहली बार नौकरी की तलाश में दिल्ली गया था वहां जातिवाद के सांप ने ऐसा फुफकारा था कि आज भी उसका भय मन से नहीं निकला ।,PRP QO NN NN PSP NN PSP NNP VM VAUX PRP NN PSP NN PSP PRP VM VAUX CC NN RP PRP NN NN PSP NEG VM SYM,NP NP2 NP2 NP3 NP3 NP4 NP4 NP5 VGF VGF NP6 NP7 NP7 NP8 NP8 NP9 VGF2 VGF2 CCP NP10 NP10 NP11 NP12 NP13 NP13 VGF3 VGF3 BLK,head child head head child head child head head child head head child head child head head child head head child head head head child child head head
399,दानवीर - ऐसा क्या हो गया ।,NNP SYM PRP WQ VM VAUX SYM,NP BLK NP2 NP3 VGF VGF BLK2,head head head head head child head
400,भवानीनन्दन - बेरोजगारी ने मुझे तोड़कर रख दिया था ।,NNP SYM NN PSP PRP VM VM VAUX VAUX SYM,NP BLK NP2 NP2 NP3 VGNF VGF VGF VGF BLK2,head head head child head head head child child head
401,अपने भी पराये लग रहे थे ।,PRP RP JJ VM VAUX VAUX SYM,NP NP JJP VGF VGF VGF BLK,head child head head child child head
402,फांका में भी दिन काटने पड़ रहे थे ।,NN PSP RP NN VM VAUX VAUX VAUX SYM,NP NP NP NP2 VGF VGF VGF VGF BLK,head child child head head child child child head
403,इसी बीच एक फैक्टरी के बोर्ड पर आवश्यकता है लिखा हुआ देखकर शैक्षणिक प्रमाण - पत्रों के साथ हाजिर हुआ ।,DEM NST QC NN PSP NN PSP NN VM VM VAUX VM JJ NNC SYM NN PSP NST JJ VM SYM,NP NP NP2 NP2 NP2 NP3 NP3 NP4 VGF VGNF VGNF VGNF2 NP5 NP5 NP5 NP5 NP5 NP5 JJP VGF2 BLK,child head child head child head child head head head child head child child child head child child head head head
404,इसके बाद मुझे बड़े अधिकारी के पास भेज दिया गया ।,PRP NST PRP JJ NN PSP NST VM VAUX VAUX SYM,NP NP NP2 NP3 NP3 NP3 NP3 VGF VGF VGF BLK,head child head child head child child head child child head
405,अधिकारी ने एकदम से पूछा तुम कौन हो ।,NN PSP RB RP VM PRP WQ VM SYM,NP NP RBP RBP VGF NP2 NP3 VGF2 BLK,head child head child head head head head head
406,मैं बोला भवानीनन्दन सर,PRP VM NNP NN,NP VGF NP2 NP3,head head head head
407,अधिकारी - देख लिये हैं तुम्हारे प्रमाण पत्र ।,NN SYM VM VAUX VAUX PRP NNC NN SYM,NP BLK VGF VGF VGF NP2 NP3 NP3 BLK2,head head head child child head child head head
408,मैं जाति पूछ रहा हूं ।,PRP NN VM VAUX VAUX SYM,NP NP2 VGF VGF VGF BLK,head head head child child head
409,मैं बोला एस. सी. हूं सर,PRP VM NNC NN VM NN,NP VGF NP2 NP2 VGF2 NP3,head head child head head head
410,अधिकारी - यहां रिजर्वेशन लागू नहीं है ।,NN SYM PRP NN JJ NEG VM SYM,NP BLK NP2 NP3 JJP VGF VGF BLK2,head head head head head child head head
411,तुम्हारे लायक इस फैक्टरी में नौकरी नहीं है ।,PRP PSP DEM NN PSP NN NEG VM SYM,NP NP NP2 NP2 NP2 NP3 VGF VGF BLK,head child child head child head child head head
412,दानवीर - क्या नौकरी नहीं मिली ।,NNP SYM WQ NN NEG VM SYM,NP BLK RBP NP2 VGF VGF BLK2,head head head head child head head
413,भवानीनन्दन - नहीं ।,NNP SYM NEG SYM,NP BLK NEGP BLK2,head head head head
414,जातीय श्रेष्ठता की परीक्षा में फेल हो गया ।,JJ NN PSP NN PSP UNK VM VAUX SYM,NP NP NP NP2 NP2 BLK VGF VGF BLK2,child head child head child head head child head
415,दानवीर - जातिवाद तो समाज और दफ्तर की नस - नस में समाया हुआ है ।,NNP SYM NN RP NN CC NN PSP NN SYM RDP PSP VM VAUX VAUX SYM,NP BLK NP2 NP2 NP3 CCP NP4 NP4 NP5 NP5 NP5 NP5 VGF VGF VGF BLK2,head head head child head head head child head child child child head child child head
416,खैर लम्बी बेरोजगारी के बाद सरकारी नहीं तो अर्धसरकारी विभाग में मिल तो गयी ना ।,INJ JJ NN PSP NST JJ NEG CC JJ NN PSP VM RP VAUX RP SYM,BLK NP NP NP NP JJP NEGP CCP JJP2 NP2 NP2 VGF VGF VGF VGF BLK2,head child head child child head head head head head child head child child child head
417,भवानीनन्दन - हां मिल तो गयी पर यहां भी जातिवाद का विषधर डराता रहता है ।,NNP SYM INJ VM RP VAUX CC PRP RP NN PSP NN VM VAUX VAUX SYM,NP BLK BLK2 VGF VGF VGF CCP NP2 NP2 NP3 NP3 NP4 VGF2 VGF2 VGF2 BLK3,head head head head child child head head child head child head head child child head
